island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,species
-0.9172193569631464,-0.5937270639291643,-1.7509393439461254,0.9359428036791763,0.539736811586153,-1.0383279828647594,Gentoo
0.5264513468960071,-1.2610428343734925,0.323106977882533,-0.7199560028301355,-1.0723641553453236,-1.0383279828647594,Adelie
-0.9172193569631464,1.0930989113606648,-0.6380364395502597,1.6558988065093119,1.4077911783954096,0.9630868246861536,Gentoo
-0.9172193569631464,-1.5205545228796198,1.0313179170435374,-0.8639472033961627,-0.5143292052536586,-1.0383279828647594,Adelie
-0.9172193569631464,-0.6678732606452005,0.8795584300804644,-1.5119076059432848,-0.3283175552231035,0.9630868246861536,Adelie
-0.9172193569631464,0.05505215733615455,0.07017449961074548,1.295920805094244,1.283783411708373,0.9630868246861536,Gentoo
-0.9172193569631464,0.3887100425583193,-1.548593361328695,1.1519296045282168,0.19871545319680226,-1.0383279828647594,Gentoo
-0.9172193569631464,-0.22299608034898208,-2.05445831787227,1.0079384039621897,0.9737639949907814,-1.0383279828647594,Gentoo
0.5264513468960071,1.871633976879048,1.8407018475132582,0.0,0.10570962818152477,0.9630868246861536,Chinstrap
0.5264513468960071,-1.0756773425834014,1.0313179170435374,-0.8639472033961627,-0.3283175552231035,0.9630868246861536,Adelie
1.9701220507551604,-1.2610428343734925,1.6889423605501852,-0.1439912005660271,-0.5453311469254177,0.9630868246861536,Adelie
0.5264513468960071,-1.1683600884784469,0.47486646484560585,-0.5759648022641084,-0.5763330885971768,0.9630868246861536,Adelie
-0.9172193569631464,0.685294829422464,-1.0933149004394775,1.0079384039621897,1.7798144784565197,0.9630868246861536,Gentoo
1.9701220507551604,-0.7234829081822273,-0.08158498735232739,-1.799890007075339,-0.9483563886582869,-1.0383279828647594,Adelie
0.5264513468960071,-0.9088483999723184,0.7277989431173933,-0.7919516031131492,0.04370574483800644,0.9630868246861536,Adelie
0.5264513468960071,-0.5937270639291643,-0.2839309699697567,-1.0079384039621897,-1.2583758053758785,-1.0383279828647594,Chinstrap
0.5264513468960071,-1.1127504409414188,0.7277989431173933,-0.7919516031131492,-0.6383369719406952,-1.0383279828647594,Adelie
-0.9172193569631464,2.186755312922202,-0.08158498735232739,1.943881207641366,1.7178105951130014,0.9630868246861536,Gentoo
-0.9172193569631464,-0.09324023609591779,-1.6497663526374098,1.1519296045282168,0.8497562283037448,-1.0383279828647594,Gentoo
0.5264513468960071,-0.9829945966883559,1.4360098822783978,-0.7919516031131492,-0.3283175552231035,0.9630868246861536,Adelie
-0.9172193569631464,0.6296851818854372,-1.5991798569830524,0.7919516031131492,0.8187542866319856,-1.0383279828647594,Gentoo
0.5264513468960071,1.7418781326259838,1.3854233866240395,0.2879824011320542,0.3537251615555981,0.9630868246861536,Chinstrap
0.5264513468960071,0.8150506736755283,0.17134749091946014,-0.7199560028301355,-1.0103602720018052,0.9630868246861536,Chinstrap
-0.9172193569631464,1.1301720097186836,-1.4474203700199797,1.2239252048112303,1.8418183618000379,0.9630868246861536,Gentoo
-0.9172193569631464,1.167245108076701,-0.7392094308589753,1.5119076059432848,1.9038222451435562,0.9630868246861536,Gentoo
0.5264513468960071,-0.4825077688551093,0.6772124474630351,0.0,-0.2663136718795852,0.9630868246861536,Adelie
-0.9172193569631464,-0.4639712196761,0.42427996919124766,-0.647960402547122,-0.3283175552231035,0.9630868246861536,Adelie
1.9701220507551604,-0.6493367114661911,0.9301449257348227,-0.1439912005660271,-0.2663136718795852,0.9630868246861536,Adelie
-0.9172193569631464,-1.1683600884784469,0.5760394561543205,-1.943881207641366,-1.0103602720018052,-1.0383279828647594,Adelie
1.9701220507551604,-0.9088483999723184,1.2336638996609683,-0.43197360169808136,0.5707387532579122,0.9630868246861536,Adelie
0.5264513468960071,2.1682187637431927,1.334836890969683,0.43197360169808136,-0.2663136718795852,0.9630868246861536,Chinstrap
0.5264513468960071,-0.16738643281195395,0.6772124474630351,-0.647960402547122,-0.14230590519254854,0.9630868246861536,Adelie
0.5264513468960071,-0.9088483999723184,1.992461334476331,-0.35997800141506775,-0.08030202184903021,0.9630868246861536,Adelie
-0.9172193569631464,-0.6678732606452005,0.3736934735368894,-1.0079384039621897,-1.2583758053758785,-1.0383279828647594,Adelie
-0.9172193569631464,0.7594410261385015,-0.7897959265133326,1.439912005660271,1.097771761677818,0.9630868246861536,Gentoo
-0.9172193569631464,0.6111486327064278,-1.2956608830569076,0.7919516031131492,0.6327426366014306,-1.0383279828647594,Gentoo
-0.9172193569631464,-1.2054331868364643,-0.08158498735232739,-1.1519296045282168,-0.7623447386277319,-1.0383279828647594,Adelie
0.5264513468960071,1.6121222883729194,1.4360098822783978,0.2879824011320542,0.41572904489911644,0.9630868246861536,Chinstrap
1.9701220507551604,-1.3907986786265554,0.323106977882533,-1.1519296045282168,-0.6383369719406952,-1.0383279828647594,Adelie
-0.9172193569631464,0.9077334195705739,-0.5368634482415442,1.0799340042452032,1.655806711769483,0.9630868246861536,Gentoo
-0.9172193569631464,0.7965141244965189,-1.2956608830569076,0.8639472033961627,2.027830011830593,0.9630868246861536,Gentoo
0.5264513468960071,-1.3351890310895287,0.7277989431173933,-0.8639472033961627,-0.8863525053147685,-1.0383279828647594,Adelie
0.5264513468960071,1.3340740506877828,0.5254529604999623,-0.2879824011320542,-0.5763330885971768,0.9630868246861536,Chinstrap
0.5264513468960071,-1.3166524819105192,-0.1321714830066856,-1.1519296045282168,-1.5063913387499517,-1.0383279828647594,Adelie
-0.9172193569631464,0.7965141244965189,-1.3968338743656223,0.1439912005660271,0.5087348699143939,-1.0383279828647594,Gentoo
-0.9172193569631464,-1.1127504409414188,-0.3345174656241149,-0.21598680084904068,-0.48332726358189937,-1.0383279828647594,Adelie
0.5264513468960071,1.3340740506877828,1.3854233866240395,-0.21598680084904068,-0.6383369719406952,0.9630868246861536,Chinstrap
0.5264513468960071,0.9077334195705739,1.2336638996609683,0.7919516031131492,0.10570962818152477,0.9630868246861536,Chinstrap
0.5264513468960071,0.5370024359903917,0.07017449961074548,-1.1519296045282168,-0.6383369719406952,-1.0383279828647594,Chinstrap
1.9701220507551604,-1.0386042442253827,0.3736934735368894,-0.7919516031131492,-1.1033660970170827,-1.0383279828647594,Adelie
-0.9172193569631464,0.3145638458422818,-1.2956608830569076,0.647960402547122,-0.018298138505511888,-1.0383279828647594,Gentoo
1.9701220507551604,-0.8347022032562822,0.019588003956387264,-0.35997800141506775,-0.8243486219712501,-1.0383279828647594,Adelie
